1	北海道	11002	 札幌市	中央区
1	北海道	11002	 札幌市	北区
1	北海道	11002	 札幌市	東区
1	北海道	11002	 札幌市	白石区
1	北海道	11002	 札幌市	豊平区
1	北海道	11002	 札幌市	南区
1	北海道	11002	 札幌市	西区
1	北海道	11002	 札幌市	厚別区
1	北海道	11002	 札幌市	手稲区
1	北海道	11002	 札幌市	清田区
4	宮城県	41009	 仙台市	青葉区
4	宮城県	41009	 仙台市	宮城野区
4	宮城県	41009	 仙台市	若林区
4	宮城県	41009	 仙台市	太白区
4	宮城県	41009	 仙台市	泉区
11	埼玉県	111007	 さいたま市	西区
11	埼玉県	111007	 さいたま市	北区
11	埼玉県	111007	 さいたま市	大宮区
11	埼玉県	111007	 さいたま市	見沼区
11	埼玉県	111007	 さいたま市	中央区
11	埼玉県	111007	 さいたま市	桜区
11	埼玉県	111007	 さいたま市	浦和区
11	埼玉県	111007	 さいたま市	南区
11	埼玉県	111007	 さいたま市	緑区
11	埼玉県	111007	 さいたま市	岩槻区
12	千葉県	121002	 千葉市	中央区
12	千葉県	121002	 千葉市	花見川区
12	千葉県	121002	 千葉市	稲毛区
12	千葉県	121002	 千葉市	若葉区
12	千葉県	121002	 千葉市	緑区
12	千葉県	121002	 千葉市	美浜区
14	神奈川県	141003	 横浜市	鶴見区
14	神奈川県	141003	 横浜市	神奈川区
14	神奈川県	141003	 横浜市	西区
14	神奈川県	141003	 横浜市	中区
14	神奈川県	141003	 横浜市	南区
14	神奈川県	141003	 横浜市	港南区
14	神奈川県	141003	 横浜市	保土ケ谷区
14	神奈川県	141003	 横浜市	旭区
14	神奈川県	141003	 横浜市	磯子区
14	神奈川県	141003	 横浜市	金沢区
14	神奈川県	141003	 横浜市	港北区
14	神奈川県	141003	 横浜市	緑区
14	神奈川県	141003	 横浜市	青葉区
14	神奈川県	141003	 横浜市	都筑区
14	神奈川県	141003	 横浜市	戸塚区
14	神奈川県	141003	 横浜市	栄区
14	神奈川県	141003	 横浜市	泉区
14	神奈川県	141003	 横浜市	瀬谷区
14	神奈川県	141305	 川崎市	川崎区
14	神奈川県	141305	 川崎市	幸区
14	神奈川県	141305	 川崎市	中原区
14	神奈川県	141305	 川崎市	高津区
14	神奈川県	141305	 川崎市	宮前区
14	神奈川県	141305	 川崎市	多摩区
14	神奈川県	141305	 川崎市	麻生区
14	神奈川県	141500	 相模原市	緑区
14	神奈川県	141500	 相模原市	中央区
14	神奈川県	141500	 相模原市	南区
15	新潟県	151009	 新潟市	北区
15	新潟県	151009	 新潟市	東区
15	新潟県	151009	 新潟市	中央区
15	新潟県	151009	 新潟市	江南区
15	新潟県	151009	 新潟市	秋葉区
15	新潟県	151009	 新潟市	南区
15	新潟県	151009	 新潟市	西区
15	新潟県	151009	 新潟市	西蒲区
22	静岡県	221007	 静岡市	葵区
22	静岡県	221007	 静岡市	駿河区
22	静岡県	221007	 静岡市	清水区
22	静岡県	221309	 浜松市	中区
22	静岡県	221309	 浜松市	東区
22	静岡県	221309	 浜松市	西区
22	静岡県	221309	 浜松市	南区
22	静岡県	221309	 浜松市	北区
22	静岡県	221309	 浜松市	浜北区
22	静岡県	221309	 浜松市	天竜区
23	愛知県	231002	 名古屋市	千種区
23	愛知県	231002	 名古屋市	東区
23	愛知県	231002	 名古屋市	北区
23	愛知県	231002	 名古屋市	西区
23	愛知県	231002	 名古屋市	中村区
23	愛知県	231002	 名古屋市	中区
23	愛知県	231002	 名古屋市	昭和区
23	愛知県	231002	 名古屋市	瑞穂区
23	愛知県	231002	 名古屋市	熱田区
23	愛知県	231002	 名古屋市	中川区
23	愛知県	231002	 名古屋市	港区
23	愛知県	231002	 名古屋市	南区
23	愛知県	231002	 名古屋市	守山区
23	愛知県	231002	 名古屋市	緑区
23	愛知県	231002	 名古屋市	名東区
23	愛知県	231002	 名古屋市	天白区
26	京都府	261009	 京都市	北区
26	京都府	261009	 京都市	上京区
26	京都府	261009	 京都市	左京区
26	京都府	261009	 京都市	中京区
26	京都府	261009	 京都市	東山区
26	京都府	261009	 京都市	下京区
26	京都府	261009	 京都市	南区
26	京都府	261009	 京都市	右京区
26	京都府	261009	 京都市	伏見区
26	京都府	261009	 京都市	山科区
26	京都府	261009	 京都市	西京区
27	大阪府	271004	 大阪市	都島区
27	大阪府	271004	 大阪市	福島区
27	大阪府	271004	 大阪市	此花区
27	大阪府	271004	 大阪市	西区
27	大阪府	271004	 大阪市	港区
27	大阪府	271004	 大阪市	大正区
27	大阪府	271004	 大阪市	天王寺区
27	大阪府	271004	 大阪市	浪速区
27	大阪府	271004	 大阪市	西淀川区
27	大阪府	271004	 大阪市	東淀川区
27	大阪府	271004	 大阪市	東成区
27	大阪府	271004	 大阪市	生野区
27	大阪府	271004	 大阪市	旭区
27	大阪府	271004	 大阪市	城東区
27	大阪府	271004	 大阪市	阿倍野区
27	大阪府	271004	 大阪市	住吉区
27	大阪府	271004	 大阪市	東住吉区
27	大阪府	271004	 大阪市	西成区
27	大阪府	271004	 大阪市	淀川区
27	大阪府	271004	 大阪市	鶴見区
27	大阪府	271004	 大阪市	住之江区
27	大阪府	271004	 大阪市	平野区
27	大阪府	271004	 大阪市	北区
27	大阪府	271004	 大阪市	中央区
27	大阪府	271403	 堺市	堺区
27	大阪府	271403	 堺市	中区
27	大阪府	271403	 堺市	東区
27	大阪府	271403	 堺市	西区
27	大阪府	271403	 堺市	南区
27	大阪府	271403	 堺市	北区
27	大阪府	271403	 堺市	美原区
28	兵庫県	281000	 神戸市	東灘区
28	兵庫県	281000	 神戸市	灘区
28	兵庫県	281000	 神戸市	兵庫区
28	兵庫県	281000	 神戸市	長田区
28	兵庫県	281000	 神戸市	須磨区
28	兵庫県	281000	 神戸市	垂水区
28	兵庫県	281000	 神戸市	北区
28	兵庫県	281000	 神戸市	中央区
28	兵庫県	281000	 神戸市	西区
33	岡山県	331007	 岡山市	北区
33	岡山県	331007	 岡山市	中区
33	岡山県	331007	 岡山市	東区
33	岡山県	331007	 岡山市	南区
34	広島県	341002	 広島市	中区
34	広島県	341002	 広島市	東区
34	広島県	341002	 広島市	南区
34	広島県	341002	 広島市	西区
34	広島県	341002	 広島市	安佐南区
34	広島県	341002	 広島市	安佐北区
34	広島県	341002	 広島市	安芸区
34	広島県	341002	 広島市	佐伯区
40	福岡県	401005	 北九州市	門司区
40	福岡県	401005	 北九州市	若松区
40	福岡県	401005	 北九州市	戸畑区
40	福岡県	401005	 北九州市	小倉北区
40	福岡県	401005	 北九州市	小倉南区
40	福岡県	401005	 北九州市	八幡東区
40	福岡県	401005	 北九州市	八幡西区
40	福岡県	401307	 福岡市	東区
40	福岡県	401307	 福岡市	博多区
40	福岡県	401307	 福岡市	中央区
40	福岡県	401307	 福岡市	南区
40	福岡県	401307	 福岡市	西区
40	福岡県	401307	 福岡市	城南区
40	福岡県	401307	 福岡市	早良区
43	熊本県	431001	 熊本市	中央区
43	熊本県	431001	 熊本市	東区
43	熊本県	431001	 熊本市	西区
43	熊本県	431001	 熊本市	南区
43	熊本県	431001	 熊本市	北区